CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
720998358,Existing Customer,52,M,0,High School,Married,$120K +,Silver,34516
721051908,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,7552
715232058,Existing Customer,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,5561
806250783,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,1441
817245183,Existing Customer,51,M,2,Unknown,Unknown,$120K +,Blue,19715
713670333,Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,2486
826477083,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,4570
788728608,Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,3870
717190533,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,12938
716580033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,21178
711644508,Existing Customer,34,M,2,Uneducated,Single,$80K - $120K,Blue,12182
714334383,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,3583
720611058,Existing Customer,40,M,3,Graduate,Single,$120K +,Blue,17018
712420833,Existing Customer,49,F,5,College,Single,Unknown,Blue,16031
713845083,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,4203
713756508,Existing Customer,46,M,3,Graduate,Divorced,Less than $40K,Blue,4213
735565158,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,21548
714131058,Existing Customer,30,M,0,Graduate,Unknown,$60K - $80K,Blue,18513
717180633,Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,2483
717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,3460
713128833,Existing Customer,49,M,2,Unknown,Unknown,$60K - $80K,Blue,6511
813499458,Attrited Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,1438.3
710070183,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,2615
789605658,Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,2985
710045058,Existing Customer,46,M,5,High School,Married,$40K - $60K,Silver,18797
710164683,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,2859
710802258,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,2888
721036233,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,9172
710036508,Existing Customer,42,M,5,Uneducated,Married,$40K - $60K,Blue,14281
717776808,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,7353
714906033,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,5145
714273708,Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,4753
721117533,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,2171
715374558,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,4150
824807658,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,9106
714940608,Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,2686
824782008,Existing Customer,42,M,3,High School,Unknown,$60K - $80K,Blue,10239
717561108,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,34516
717127083,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,15017
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,4426
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,2155
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,20620
794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,3238
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,14316
708543258,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,2607
778706508,Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,6231
712240083,Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,3730
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,3094
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,6630
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,1925
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,33406
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,2917
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,9452
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,2162
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,1438.3
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,34516
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,2888
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,3947
715210308,Existing Customer,40,F,1,High School,Married,Unknown,Blue,15970
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,1830
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,7712
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,20811
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,11789
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,3073
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,34516
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,34516
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,6725
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,2978
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,34516
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,34516
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,24545
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,1438.3
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,2490
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,10074
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,2259
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,34516
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,9519
715362183,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,3706
721194858,Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,Blue,4438
803595858,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,1438.3
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,2372
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,4214
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,1438.3
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,2613
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,4331
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,3665
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,1438.3
720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,4411
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,15871
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,12643
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,6088
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,13873
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,6158
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,5638
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,2178
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,12588
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,11942
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,3914
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,3038
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,5579
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,18693
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,2943
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,2435
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,2077
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,5756
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,21065
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,9428
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,6065
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,5024
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,2174
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,3398
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,4319
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,3673
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,1815
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,2495
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,34516
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,3368
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,7225
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,5202
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,1923
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,6929
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,4364
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,2400
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,25878
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,11876
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,4568
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,4740
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,4949
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,11189
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,34516
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,6099
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,3575
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,3184
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,13363
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,2163
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,3452
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,4466
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,3030
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,2112
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,7583
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,11760
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,2259
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,19762
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,2803
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25666
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,9297
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,2999
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,4234
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,15987
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,16435
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,5335
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,3506
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,3610
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,3172
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,8206
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,2416
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,2458
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,1677
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,11819
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,34516
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,1459
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,1458
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,1438.3
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,7758
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,10836
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,5062
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,3399
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,2212
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,3186
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,5927
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,5176
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,3126
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,4670
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,2162
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,10155
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,15242
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,34516
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,1438.3
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,34516
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,16043
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,3181
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,27088
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,5688
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,10462
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,5249
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,5155
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,10705
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,16494
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,6469
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,5146
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,2800
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,5159
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,5248
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,5881
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,1467
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,4999
713480583,Existing Customer,46,F,3,High School,Married,Unknown,Blue,4668
716383683,Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,1438.3
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,8638
715443708,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,9343
770769483,Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,2256
789326808,Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,8267
712105533,Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,2235
720674133,Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,Blue,3735
779216358,Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,2111
717322833,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,10604
710279508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,21782
712168833,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,2133
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,16677
711957708,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,2717
778782858,Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,3980
712924383,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,8411
709366458,Existing Customer,43,F,3,College,Married,Less than $40K,Blue,2227
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,34516
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,1860
788974608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,2829
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,3764
787438983,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,4559
713834358,Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,4701
710084883,Existing Customer,34,M,2,College,Married,$80K - $120K,Blue,1631
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,8096
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,2304
714916758,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,5210
789611283,Existing Customer,44,M,4,Graduate,Married,$40K - $60K,Blue,5452
773288958,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,7475
811721133,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,2359
813961233,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,4237
783020958,Existing Customer,39,M,3,Unknown,Married,$80K - $120K,Blue,18582
715764483,Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,7202
798110358,Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,1438.3
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,11221
714350658,Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,18889
826478958,Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,2066
